no;Item1;Item2;Item3;Item4;Item5;Item6;Item7;Item8;Item9;Item10;Item11;Item12;Item13;Item14;Item15;Item16;Item17;Item18;Item19;Item20;group;criterion
866;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0.505
867;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1.023
868;1;1;1;1;1;1;1;1;0;0;1;0;1;0;0;0;1;0;1;1;1;-0.061
869;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0.755
870;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;0;0;0;1;0.453
871;1;0;0;1;1;1;1;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0.737
872;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0.076
873;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0.255
874;1;1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;1;0;1;0.44
875;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0;1.297
876;1;1;1;0;1;0;0;1;0;0;1;1;1;1;1;1;0;1;0;1;0;0.795
877;1;1;0;1;1;1;0;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0.698
878;1;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0.09
879;1;0;0;1;1;0;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;0.878
880;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0.38
881;0;1;1;1;1;0;0;1;0;1;1;0;0;1;1;1;1;0;0;0;1;0.597
882;0;1;0;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;-0.141
883;1;1;1;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0.446
884;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0.759
885;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;1;0;0;-0.064
886;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0.154
887;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0.773
888;1;1;1;1;1;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0.221
889;0;0;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;1;0.14
890;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;0.689
891;1;0;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0.601
892;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0.949
893;1;0;0;1;0;1;0;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0.055
894;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0.85
895;1;0;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;0;0;1;1;1.063
896;1;1;0;1;1;1;1;0;0;1;1;1;1;0;1;0;0;0;1;0;1;0.152
897;0;0;0;1;1;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0.23
898;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0.727
899;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0.18
900;1;1;1;1;1;0;1;0;0;0;1;1;0;0;1;1;1;0;0;1;0;-0.204
901;0;1;0;1;1;0;1;1;0;0;1;0;1;0;1;1;1;0;0;1;0;0.641
902;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;1;1;0;1;0;1;0.645
903;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0.912
904;1;1;1;0;1;0;1;0;0;1;0;0;1;1;0;1;1;0;0;0;1;0.106
905;1;1;1;0;1;1;0;0;1;1;0;0;1;0;1;1;1;1;1;0;0;-0.29
906;0;1;0;0;0;0;1;0;1;1;1;1;1;0;1;0;1;0;0;0;1;0.179
907;1;0;1;1;1;1;1;1;1;0;1;0;0;1;1;0;0;0;1;1;0;0.31
908;1;1;1;1;0;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1;1;0.49
909;1;0;1;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;0;0;1;0.55
910;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;1;1;0;0.74
911;1;0;0;1;1;1;0;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0.062
912;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0.517
913;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0.824
914;1;0;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0.85
915;0;1;0;1;0;1;1;0;1;1;1;0;1;0;1;0;1;1;0;0;1;0.27
916;1;1;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0.849
917;1;0;0;1;1;1;1;1;0;1;0;0;1;0;1;0;1;0;1;0;1;0.637
918;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;1;1;0.524
919;1;1;1;1;1;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;1;0.292
920;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0.856
921;0;1;0;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1.131
922;1;1;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0.417
923;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0.437
924;0;0;1;1;1;0;1;0;1;1;1;0;1;0;0;0;0;0;1;1;0;0.382
925;1;1;0;1;1;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0.669
926;0;0;0;1;1;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1;-0.26
927;1;1;1;0;1;1;0;0;0;0;1;0;1;0;0;1;1;1;1;0;0;-0.371
928;1;0;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1.427
929;1;0;1;1;1;1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0.829
930;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;1;1;1;1.052
931;1;1;1;1;1;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0.434
932;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0.92
933;1;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;-0.341
934;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0.159
935;0;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0.768
936;0;1;1;0;1;1;1;1;0;0;0;1;1;0;1;0;0;1;1;0;1;0.344
937;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;0;1;0.888
938;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0.917
939;0;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0.228
940;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;1;0;0.253
941;0;1;0;1;1;1;0;1;1;1;1;1;0;1;0;0;1;1;1;0;1;0.692
942;0;1;1;0;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0.459
943;0;1;1;1;0;0;0;1;1;0;1;0;1;1;1;1;0;0;1;0;1;1.13
944;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;0;1;0;1.261
945;0;0;1;1;1;0;0;1;1;0;1;1;0;1;1;0;0;0;1;0;1;-0.155
946;0;1;0;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;1;0.624
947;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0.1
948;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0.197
949;1;1;1;1;0;0;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;-0.373
950;1;0;0;1;1;1;0;0;1;1;1;0;1;0;0;1;1;0;0;0;0;-0.626
951;1;0;1;0;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;0;1;0.388
952;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;1;0;1;0.736
953;0;0;1;1;1;1;1;0;0;1;1;1;0;1;0;0;1;0;1;0;1;0.88
954;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;0;1.238
955;1;1;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0.689
956;1;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0.948
957;0;0;0;1;1;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0.49
958;0;1;0;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;0;1;0.78
959;1;0;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0.919
960;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;0;0;0.257
961;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;-0.046
962;0;1;0;1;1;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0.572
963;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0.02
964;0;0;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;0;1;1;0;-0.235
965;0;0;0;1;0;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0.686
966;0;0;0;0;1;1;1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0.34
967;0;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0.978
968;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1;1;1.069
969;1;1;1;1;1;0;1;0;1;1;0;1;0;0;0;0;1;1;0;1;1;0.663
970;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0.214
971;1;1;1;0;0;0;0;0;1;1;1;0;0;0;1;1;1;0;1;1;1;0.316
972;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;1;0.359
973;0;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0.777
974;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0.782
975;0;1;1;1;1;0;0;0;1;0;1;1;1;0;1;1;0;0;1;0;1;0.532
976;1;1;0;1;1;1;0;1;0;1;1;1;1;0;0;0;1;0;1;0;0;0.444
977;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0.734
978;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;0.585
979;1;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0.283
980;0;1;0;1;1;1;0;0;1;1;0;1;1;1;1;1;1;0;1;0;0;1.173
981;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1.521
982;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1.568
983;0;0;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0.229
984;0;0;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;1;1;0;0.715
985;1;0;0;0;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0.404
986;0;1;0;1;1;1;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;1.416
987;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;0;0;0;0;1;0;1.421
988;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0.453
989;1;0;1;1;1;1;1;1;0;1;1;0;1;0;0;0;1;1;0;1;1;0.91
990;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1.434
991;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0.731
992;1;1;1;1;1;1;0;0;1;0;0;1;0;1;0;1;1;1;1;1;1;1.494
993;1;1;1;1;1;1;0;0;1;0;1;0;1;1;0;1;1;1;0;0;1;0.607
994;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;1;0.76
995;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0.89
996;0;1;0;1;1;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0.018
997;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0.519
998;0;1;1;1;1;1;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;1.023
999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;0;0.164
1000;1;1;0;1;1;1;1;0;0;1;1;0;1;0;0;1;0;0;1;1;0;0.426
1001;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;0;1;0;0;0;0;0.99
1002;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0.508
1003;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;0.718
1004;1;1;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;-0.237
1005;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;-0.002
1006;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0;0.875
1007;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0.332
1008;0;0;1;1;0;1;0;1;1;0;1;1;1;1;1;0;1;0;1;0;0;0.433
1009;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0.93
1010;1;1;0;0;0;0;1;1;0;0;1;1;1;1;0;1;0;0;0;1;0;0.406
1011;0;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0.636
1012;0;0;1;1;0;1;0;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0.808
1013;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0.734
1014;1;1;1;0;1;1;0;1;0;1;1;0;1;0;0;0;1;0;1;1;1;0.562
1015;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;0;1;0;0;0;0;0.973
1016;1;1;0;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0.269
1017;1;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0.819
1018;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0.694
1019;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0.234
1020;1;1;1;0;1;0;1;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0.821
1021;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;0;1;0;0;1.039
1022;0;1;1;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0.483
1023;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1.1
1024;1;1;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;-0.213
1025;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;0;1;1;0.819
1026;1;1;1;0;1;1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;1;0.187
1027;1;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;1;0;1;0;0;-0.056
1028;1;0;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0.415
1029;0;1;1;1;1;1;0;0;0;1;1;1;0;1;0;0;0;1;0;0;1;0.65
1030;1;1;1;1;0;1;1;1;0;1;1;0;1;0;0;0;0;1;1;0;0;0.646
1031;0;1;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1.056
1032;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0.635
1033;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;0;1;1;0;1;0.57
1034;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0.03
1035;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1.481
1036;0;0;1;1;1;1;0;1;0;1;1;1;1;0;0;1;0;1;0;0;0;1.096
1037;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0.518
1038;0;1;1;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0.156
1039;0;1;1;1;1;0;0;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0.816
1040;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0.125
1041;1;1;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;1;0;-0.37
1042;1;1;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0.647
1043;0;0;1;1;0;0;0;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0.777
1044;0;1;1;1;1;0;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;0.924
1045;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;1;1;1;1.416
1046;0;1;0;1;0;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0.143
1047;0;0;1;0;0;1;1;1;1;1;0;0;1;0;0;1;0;0;1;1;1;0.04
1048;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0.249
1049;0;1;1;1;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;1;0.774
1050;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;0;0.189
1051;0;0;1;0;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0.762
1052;1;0;1;1;0;1;1;0;0;1;1;0;0;0;1;0;1;0;1;0;1;0.481
1053;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0.803
1054;0;0;0;0;1;0;0;1;1;1;1;1;1;0;1;0;0;0;0;1;0;0.52
1055;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;1;0.647
1056;0;1;1;1;1;0;0;0;1;1;0;0;1;1;1;0;1;1;1;0;1;0.574
1057;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1.84
1058;1;0;0;1;1;1;0;1;0;1;0;1;1;1;1;0;0;0;1;1;1;0.967
1059;0;0;1;1;1;1;1;0;0;0;1;0;1;1;1;0;1;0;0;1;1;0.49
1060;1;1;0;1;0;0;0;1;1;0;1;1;1;0;0;1;1;0;1;0;1;1.526
1061;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0.121
1062;1;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0.525
1063;1;1;1;0;1;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1.271
1064;1;1;0;1;1;0;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0.562
1065;1;0;1;1;0;1;1;1;1;0;1;1;0;0;1;1;1;0;1;0;0;0.547
1066;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;0;0;0.287
1067;1;1;1;1;0;0;0;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0.893
1068;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0.212
1069;0;0;0;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0.611
1070;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0.633
1071;0;1;1;1;0;0;1;1;1;0;1;0;1;1;1;0;0;1;1;0;1;0.798
1072;0;0;1;0;1;1;1;0;0;0;0;1;0;1;1;1;0;0;1;0;0;-0.244
1073;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;0.314
1074;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0.031
1075;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;1.218
1076;1;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;1;1;0;0.821
1077;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0.321
1078;1;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;1;0.067
1079;0;1;1;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;1;1;0;0.674
1080;0;0;0;1;1;1;1;0;0;1;0;0;0;0;1;0;1;1;1;0;1;0.051
1081;1;0;1;0;1;0;1;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0.545
1082;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;1;0;1;0;1;-0.054
1083;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0.786
1084;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0.253
1085;1;0;0;1;1;1;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;-0.1
1086;1;1;1;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;-0.056
1087;0;0;0;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0.476
1088;1;0;1;0;1;0;1;1;1;0;1;1;0;0;0;1;0;0;0;1;0;0.206
1089;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;-0.13
1090;1;1;0;1;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0.464
1091;1;1;1;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;0;0;1;0.791
1092;1;1;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;0;0;1.312
1093;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0.318
1094;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1;1;0;0.859
1095;0;1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;1;1;0;0.936
1096;0;1;0;1;1;0;1;0;1;0;1;1;1;1;1;1;0;1;1;0;1;0.302
1097;0;1;1;1;1;1;0;1;0;0;1;1;1;1;0;1;0;1;1;1;1;0.418
1098;1;0;0;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0.174
1099;1;0;0;0;0;1;1;1;0;1;1;0;1;0;0;1;0;1;0;1;1;-0.13
1100;1;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;1;1;1;-0.278
1101;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1.054
1102;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0.511
1103;1;0;1;0;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0.786
1104;1;1;0;1;0;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;1;0.099
1105;0;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;-0.102
1106;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;1;0.426
1107;0;0;1;1;1;1;1;1;0;0;1;0;1;1;0;0;1;0;0;0;1;0.111
1108;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0.257
1109;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0.713
1110;1;0;0;1;1;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0.466
1111;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;1;1;0;0;1;0.067
1112;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;0;1;0.645
1113;0;1;1;1;1;0;0;1;1;1;1;0;1;0;1;1;0;0;0;0;1;0.719
1114;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0.657
1115;0;1;1;1;1;0;1;1;0;1;0;0;1;1;0;1;1;1;0;1;0;0.381
1116;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;1;1;0.82
1117;1;0;1;1;0;0;0;1;1;0;1;1;0;1;0;0;1;1;0;0;0;0.712
1118;1;1;1;1;1;0;1;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0.541
1119;1;1;1;1;1;1;0;1;0;0;0;0;1;1;1;0;1;1;1;0;1;0.216
1120;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;1;1;1;0;0;0;0.696
1121;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1.259
1122;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;1;1;0;1;0;0;0.741
1123;1;0;1;1;1;1;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0.502
1124;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0.347
1125;1;0;1;1;1;0;1;1;0;0;1;0;1;0;1;0;1;1;0;0;0;0.602
1126;1;0;1;1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;0;-0.083
1127;0;0;0;1;1;0;0;1;0;1;0;0;1;1;1;0;0;0;1;0;0;-0.374
1128;1;0;1;1;0;0;1;1;0;1;1;1;1;0;1;0;0;0;0;1;1;1.366
1129;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0.705
1130;1;1;0;0;1;0;1;1;1;0;1;0;1;0;0;1;0;1;1;1;0;0.942
1131;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0.183
1132;0;0;1;1;1;1;1;0;1;1;1;0;1;0;0;0;1;0;1;0;1;0.644
1133;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0.122
1134;0;1;1;1;1;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0.157
1135;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1.17
1136;1;1;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0.293
1137;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0.439
1138;0;0;1;0;1;1;0;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0.659
1139;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0.254
1140;1;0;1;1;1;0;1;0;1;0;0;1;1;1;0;0;1;1;0;0;0;0.238
1141;0;1;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;1;1;0.624
1142;0;0;0;1;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0.318
1143;0;0;0;1;1;1;1;1;1;0;0;0;1;1;1;0;0;1;0;1;1;1.101
1144;1;0;0;1;1;1;0;0;1;1;1;0;1;0;0;0;1;0;1;1;1;0.998
1145;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;0;0;1;1;-0.04
1146;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0.687
1147;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;0;0;0;0.512
1148;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;0;1;0;1;1;1;0.575
1149;0;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;1;0;1;-0.352
1150;0;1;0;0;1;1;1;1;1;0;1;1;0;0;1;0;1;1;1;0;1;-0.599
1151;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0.214
